ObjectID,X,Y,School,City,GradeLevels
1,767637.23167577,315674.50617952,1ST CLASS MONTESSORI - MEMPHIS,Memphis,"PK,K"
2,828609.47361461,327549.00838232,1ST CLASS MONTESSORI SCHOOL - CORDOVA,Cordova,"PK,K,1,2,3"
3,757231.10957349,307890.57621781,A B HILL ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
4,2168767.2118905,748347.64936167,A H ROBERTS ELEMENTARY,Livingston,"PK,K,1,2,3,4"
5,2536256.89127976,569511.28623458,A L LOTTS ELEMENTARY,Knoxville,"K,1,2,3,4,5"
6,771203.19803545,280124.28354659,A. MACEO WALKER MIDDLE SCHOOL,Memphis,"6,7,8"
7,2252345.61067826,260524.649944,A. W. SPALDING ELEMENTARY SCHOOL,Collegedale,"K,1,2,3,4,5,6,7,8"
8,1771965.59699184,615629.39266566,A. Z. KELLEY ELEMENTARY SCHOOL,Antioch,"K,1,2,3,4,5"
9,1801613.15289302,725138.20627935,AARON ACADEMY,Hendersonville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
10,1703425.22227834,650738.84691976,ABINTRA MONTESSORI SCHOOL,Nashville,"PK,K,1,2,3,4,5,6,7,8"
11,1085882.97122777,346908.8231948,ABUNDANT LIFE CHRISTIAN ACADEMY,Bolivar,"K,1,2,3,4,5,6,7,8,9,10,11,12"
12,916981.74794676,527197.40727984,ABUNDANT LIFE CHRISTIAN SCHOOL,Ripley,
13,1586908.41891752,799011.39842768,ACADEMY FOR ACADEMIC EXCELLENCE,Clarksville,"PK,PS,K,1,2,3,4,5,6,7,8,9,10,11,12"
14,1570395.2475476,800772.91852667,ACADEMY FOR KEENER MINDS,Clarksville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
15,2461014.71499276,444340.72620876,ACHIEVEMENT ACADEMY OF MONROE,Monroe,"K,1,2,3,4,5,6,7,8,9,10"
16,1255974.49584777,335995.47219315,ADAMSVILLE ELEMENTARY,Adamsville,"PK,K,1,2,3,4,5,6"
17,1246458.67173554,333105.22702887,ADAMSVILLE JUNIOR / SENIOR HIGH SCHOOL,Adamsville,"7,8,9,10,11,12"
18,2106758.05342875,654243.90220208,ADAPT PLATEAU MENTAL HEALTH - ENDEAVOR,Cookeville,"7,8,9,10,11,12"
19,2180909.45603404,258992.3252712,ADONAI ACADEMY,Chattanooga,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
20,2586647.51129884,637372.53207351,ADRIAN BURNETT ELEMENTARY,Knoxville,"K,1,2,3,4,5"
21,2346447.3171595,339167.34042733,ADVENT HOME LEARNING CENTER,Calhoun,"6,7,8,9,10,11,12"
22,1667508.77412067,464181.26329925,AGATHOS SCHOOL OF COLUMBIA,Columbia,"PK,K,1,2,3,4,5,6,7"
23,778955.41995252,295979.46198301,AIRWAYS MIDDLE SCHOOL,Memphis,"6,7,8"
24,3067966.20833112,833199.95462198,AKARD MEMORIAL ELEMENTARY,Bristol,"K,1,2,3,4,5"
25,1705742.57794035,638243.43986524,AKIVA SCHOOL,Nashville,"K,1,2,3,4,5,6"
26,789032.39737582,309303.82431928,AL-NOOR ISLAMIC SCHOOL,Memphis,
27,1045066.89369163,542560.13456357,ALAMO ELEMENTARY,Alamo,"PK,K,1,2,3,4,5,6"
28,2569171.66829784,537424.46064458,ALCOA ELEMENTARY,Alcoa,"PK,K,1,2,3,4"
29,2567359.88770354,537416.31616077,ALCOA HIGH SCHOOL,Alcoa,"9,10,11,12"
30,2567712.55872209,537776.6579515,ALCOA MIDDLE SCHOOL,Alcoa,"5,6,7,8"
31,770522.25533326,295491.49571844,ALCY ELEMENTARY,Memphis,"K,1,2,3,4,5"
32,766345.21144041,295760.1993816,ALCY S D A SCHOOL,Memphis,"K,1,2,3,4,5,6,7,8"
33,1723355.72250494,699643.75029083,ALEX GREEN ELEMENTARY,Whites Creek,"PK,K,1,2,3,4"
34,1130949.05845868,483372.22543716,ALEXANDER ELEMENTARY,Jackson,"PK,K,1,2,3,4,5,P3,P4"
35,2129916.88079867,671231.94171676,ALGOOD ELEMENTARY,Algood,"K,1,2,3,4"
36,2129894.68607602,664646.82760163,ALGOOD MIDDLE SCHOOL,Cookeville,"K,1,2,3,4,5,6,7,8"
37,2755495.1473562,683427.49934659,ALL SAINTS' EPISCOPAL SCHOOL,Morristown,"K,1,2,3,4,5,6,7,8"
38,2297873.70810129,746593.5662455,ALLARDT ELEMENTARY,Allardt,"K,1,2,3,4,5,6,7,8,P4"
39,2221960.12285567,330661.0034982,ALLEN ELEMENTARY,Soddy Daisy,"K,1,2,3,4,5,P3,P4"
40,1702658.82590948,518807.17482578,ALLENDALE ELEMENTARY SCHOOL,Spring Hill,"K,1,2,3,4,5,6"
41,2161184.6064683,766471.13950298,ALLONS ELEMENTARY,Allons,"K,1,2,3,4,5,6,7,8,P4"
42,2690510.74090794,565238.20291726,ALPHA EDUCATIONAL LEARNING CENTER,Sevierville,"6,7,8,9,10,11,12"
43,2739682.37091093,681664.08620674,ALPHA ELEMENTARY,Morristown,"K,1,2,3,4,5"
44,2186528.97791832,290966.23100457,ALPINE CREST ELEMENTARY,Chattanooga,"K,1,2,3,4,5"
45,759391.49059364,300933.02172586,ALTON ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
46,820954.80986389,343667.79639759,ALTRURIA ELEMENTARY,Bartlett,"PK,K,1,2,3,4,5"
47,2281650.05186101,759570.18301736,ALVIN C. YORK INSTITUTE,Jamestown,"9,10,11,12"
48,790942.53775535,293889.13177135,AMERICAN WAY MIDDLE,Memphis,"6,7,8"
49,2543320.53794622,604276.71835395,AMHERST ELEMENTARY SCHOOL,Knoxville,"K,1,2,3,4,5,N"
50,1760923.61146299,706888.11812261,AMQUI ELEMENTARY,Madison,"PK,K,1,2,3,4"
51,2530882.83116175,669517.54816392,ANDERSON COUNTY CAREER  TECHNICAL CENTER,Clinton,"10,11,12"
52,2520226.87708002,652465.35293768,ANDERSON COUNTY HEAD START / PRESCHOOL,Clinton,P3
53,2530882.83116175,669520.15216134,ANDERSON COUNTY HIGH SCHOOL,Clinton,"9,10,11,12"
54,996301.88235405,475103.7625513,ANDERSON EARLY CHILDHOOD,Brownsville,"PK,K"
55,3087003.12802664,842127.5040616,ANDERSON ELEMENTARY,Bristol,"K,1,2,3,4,5,6"
56,2548118.44442821,684064.07392869,ANDERSONVILLE ELEMENTARY,Andersonville,"PK,K,1,2,3,4,5"
57,1784766.34833209,691532.91292575,ANDREW JACKSON ELEMENTARY,Old Hickory,"K,1,2,3,4"
58,1125133.32311261,493565.60413676,ANDREW JACKSON ELEMENTARY SCHOOL,Jackson,"K,1,2,3,4,5"
59,1286494.83372228,720799.18182092,ANNABEL ACADEMY,Paris,"4,5,6,7,8,9,10,11"
60,2202221.74113704,247222.17848758,ANNOOR ACADEMY OF CHATTANOOGA,Chattanooga,"K,1,2,3,4,5,6,7,8,9,10,11,12"
61,2528550.20918658,572456.703244,ANNOOR ACADEMY OF KNOXVILLE,Knoxville,"K,1,2,3,4,5"
62,1790548.42067733,623755.53820093,ANTIOCH HIGH SCHOOL,Antioch,"9,10,11,12"
63,1769765.40293391,628017.35577666,ANTIOCH MIDDLE SCHOOL,Antioch,"5,6,7,8"
64,2251024.82684831,243472.92420862,APISON ELEMENTARY SCHOOL,Apison,"K,1,2,3,4,5,P3,P4"
65,1772635.31841728,631817.93732536,APOLLO MIDDLE SCHOOL,Antioch,"5,6,7,8"
66,2548742.36677282,521875.8775877,APOSTOLIC CHRISTIAN ACADEMY,Maryville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
67,2562395.4328346,608252.95743875,APOSTOLIC CHRISTIAN SCHOOL,Knoxville,"K,1,2,3,4,5,6,7,8,9,10,11,12"
68,2969591.46358527,831827.3718376,APOSTOLIC GOSPEL ACADEMY,Kingsport,"K,4,5,6,7,8,9,10,11,12"
69,2999859.6861852,829630.35129727,APPLACHIAN CHRISTIAN SCHOOL,Kingsport,"K,1,2,3,4,5,6,7,8,9,10,11,12"
70,831990.88577659,347235.80263683,APPLING MIDDLE SCHOOL,Bartlett,"6,7,8"
71,757123.76805648,270056.87995222,ARETE CHRISTIAN ACADEMY,Memphis,"1,2,3,4,5,6,7,8,9,10,11,12"
72,873994.94878929,367533.8418276,ARLINGTON ELEMENTARY,Arlington,"K,1,2,3,4,5"
73,1125965.89279996,482971.63755325,ARLINGTON ELEMENTARY SCHOOL,Jackson,"PK,K,1,2,3,4,5,P3,P4"
74,865422.09951973,363600.55299129,ARLINGTON HIGH SCHOOL,Arlington,"9,10,11,12"
75,866347.79803813,363933.70081256,ARLINGTON MIDDLE SCHOOL,Arlington,"6,7,8"
76,2307179.8948565,303305.29616399,ARNOLD,Cleveland,"K,1,2,3,4,5,P4"
77,1753700.37015309,622799.60623131,ARTIOS ACADEMY,Nashville,"K,1,2,3,4,5,6,7,8,9,10"
78,1655246.78481095,707168.88728153,ASHLAND CITY ELEMENTARY,Ashland City,"PK,K,1,2,3,4"
79,3034117.94312786,744382.4305861,ASHLEY ACADEMY,Johnson City,"PK,K,1,2,3,4,5,6,7,8"
80,2383718.43224968,404050.49839042,ATHENS JUNIOR HIGH SCHOOL,Athens,"7,8,9"
81,846332.29738244,417930.14221902,ATOKA ELEMENTARY SCHOOL,Atoka,"K,1,2,3,4,5,P4"
82,1939776.20464757,586808.30677507,AUBURN ELEMENTARY,Auburntown,"K,1,2,3,4,5,6,7,8"
83,1118941.74297608,517323.71311651,AUGUSTINE SCHOOL,Jackson,"PK,K,1,2,3,4,5,6,7,8"
84,2593595.28906992,609707.94731092,AUSTIN EAST HIGH/MAGNET,Knoxville,"9,10,11,12"
85,883682.96227609,428753.11138108,AUSTIN PEAY ELEMENTARY SCHOOL,Covington,"K,1,2,3,4,5,P3,P4"
86,1572107.55470465,806311.66256692,AUSTIN PEAY STATE UNIVERSITY CHILD LEARNING CNTR.,Clarksville,P4
87,2122067.92690325,665737.04376359,AVERY TRACE MIDDLE SCHOOL,Cookeville,"5,6,7,8"
88,3071851.89937809,822142.56134819,AVOCA ELEMENTARY,Bristol,"K,1,2,3,4,5,6"
89,802051.63696313,317132.17176591,AVON LENOX SCHOOL,Memphis,"K,1,2,3,4,5,6,7,8,9,10,11,12"
90,2188118.87102176,262469.74021391,AVONDALE S D A SCHOOL,Chattanooga,"K,1,2,3,4,5,6,7,8"
91,759346.98416691,314158.43747837,B T WASHINGTON HIGH SCHOOL,Memphis,"9,10,11,12"
92,2280386.62128998,289759.47865445,BACHMAN ACADEMY,Mcdonald,"6,7,8,9,10,11,12"
93,1752030.97940851,676324.1405664,BAILEY MIDDLE SCHOOL,Nashville,"5,6,7,8"
94,854015.55727833,283785.48826475,BAILEY STATION ELEMENTARY SCHOOL,Collierville,"K,1,2,3,4,5"
95,2899584.09962526,742985.05671885,BAILEYTON ELEMENTARY,Greeneville,"PK,K,1,2,3,4,5,6,7,8"
96,2524304.24118849,594816.72704243,BALL CAMP ELEMENTARY,Knoxville,"K,1,2,3,4,5"
97,1767444.40381719,671363.08904256,BAMBINI MONTESSORI,Nashville,"PK,PS,K"
98,1078274.75803727,771064.52551576,BAPTIST TEMPLE ACADEMY,Union City,"K,1,2,3,4,5,6,7,8,9,10,11,12"
99,1078274.75803727,771064.52551576,BAPTIST TEMPLE ACADEMY,Union City,"K,1,2,3,4,5,6,7,8,9,10,11,12"
100,818335.88323102,305709.98673851,BARBARA LIPMAN EARLY LRNG. CTR. TEMPLE ISRAEL,Memphis,K
101,1847398.15777953,529881.74607126,BARFIELD ELEMENTARY,Murfreesboro,"PK,K,1,2,3,4,5"
102,2199231.45096456,248474.15355611,BARGER ACADEMY,Chattanooga,"K,1,2,3,4,5"
103,1229251.81828725,518773.00516542,BARGERTON ELEMENTARY,Lexington,"K,1,2,3,4,5,6,7,8,P3,P4"
104,1562721.6920286,838964.10395517,BARKERS MILL ELEMENTARY SCHOOL,Clarksville,"K,1,2,3,4,5"
105,1586789.87227779,796504.1577953,BARKSDALE ELEMENTARY,Clarksville,"PK,K,1,2,3,4,5"
106,859533.09988502,390590.74969475,BARRETS ELEMENTARY SCHOOL,Arlington,"K,1,2,3,4,5"
107,822369.37975718,345197.72436392,BARTLETT BAPTIST PRESCHOOL,Bartlett,"PK,K"
108,814503.15091182,350081.31056529,BARTLETT ELEMENTARY,Bartlett,"PK,K,1,2,3,4,5"
109,811448.17915868,341109.85327459,BARTLETT HIGH SCHOOL,Bartlett,"9,10,11,12"
110,2175703.40362382,256262.00186833,BATTLE ACADEMY FOR TEACHING  LEARNING,Chattanooga,"PK,K,1,2,3,4,5"
111,1713434.44954284,589057.91833327,BATTLE GROUND ACADEMY,Franklin,"K,1,2,3,4,5,6,8,9,10,11,12"
112,1752374.64842425,684531.62657312,BAXTER ALTERNATIVE LEARNING CENTER,Nashville,"7,8,9,10,11,12"
113,2074316.0760154,662018.12818298,BAXTER ELEMENTARY,Baxter,"PK,K,1,2,3,4"
114,2165883.25142161,275392.82505147,BAYLOR SCHOOL,Chattanooga,"6,7,8,9,10,11,12"
115,2899297.62081848,680233.04296993,BEACON SCHOOL,Greeneville,"K,1,2,3,4,5,6,7,8,9,10,11,12,N"
117,2561289.34551595,588749.99561034,BEARDEN ELEMENTARY,Knoxville,"K,1,2,3,4,5"
118,2543747.93273731,584586.37490628,BEARDEN HIGH SCHOOL,Knoxville,"9,10,11,12"
119,2549534.2006831,591888.58826468,BEARDEN MIDDLE SCHOOL,Knoxville,"6,7,8"
120,2577665.4790661,604326.33340227,BEAUMONT ELEMENTARY/MAGNET,Knoxville,"K,1,2,3,4,5"
121,1258372.41415245,531767.95021103,BEAVER ELEMENTARY,Wildersville,"K,1,2,3,4,5,6,7,8,P3,P4"
122,1185915.41808361,471273.7779856,BEECH BLUFF ELEMENTARY,Beech Bluff,"PK,K,1,2,3,4,5,P3,P4"
123,1786899.55975066,742181.88009983,BEECH ELEMENTARY,Hendersonville,"PK,K,1,2,3,4,5"
124,1786683.76476755,742250.5559999,BEECH SR HIGH SCHOOL,Hendersnville,"9,10,11,12"
125,1900005.15982809,373586.73866699,BEL AIRE ELEMENTARY,Tullahoma,"K,1,2,3,4,5"
126,2588804.45172015,607874.45294252,BELLE MORRIS ELEMENTARY,Knoxville,"K,1,2,3,4,5"
127,766367.91925378,315073.92273502,BELLEVUE JUNIOR HIGH SCHOOL,Memphis,"6,7,8"
128,1692340.45252831,634091.14271149,BELLEVUE MIDDLE SCHOOL,Nashville,"5,6,7,8"
129,1050767.55556257,519283.96027127,BELLS ELEMENTARY,Bells,"PK,PS,K,1,2,3,4,5"
130,1744123.55462735,705464.21313007,BELLSHIRE ELEMENTARY DESIGN CENTER,Nashville,"PK,K,1,2,3,4"
131,1853798.03418726,543987.65826496,BELLWOOD CHRISTIAN ACADEMY,Murfreesboro,"K,1,2,3,4,5,6,7,8,9,10,11,12"
132,2194747.29837835,245188.15783803,BELVOIR CHRISTIAN ACADEMY,Chattanooga,"PK,K,1,2,3,4,5,6,7,8"
133,1126969.18492644,465797.31420101,BEMIS ELEMENTARY SCHOOL,Jackson,"K,1,2,3,4,5"
134,767274.14773943,266390.57457346,BENJAMIN L. HOOKS JOB CORPS ACADEMY,Memphis,"9,10,11,12"
135,1837719.63504881,754833.95601575,BENNY C. BILLS ELEMENTARY SCHOOL,Gallatin,"PK,K,1,2,3,4,5"
136,1343956.99144302,640458.43335292,BENTON CO ADULT HIGH SCHOOL,Camden,"9,10,11,12"
137,1345149.54829359,639932.54927203,BENTON COUNTY CAREER / TECHNICAL CENTER,Camden,"9,10,11,12"
138,2371148.82746768,310247.71093075,BENTON ELEMENTARY,Benton,"PK,K,1,2,3,4,5"
139,1705597.88265359,608685.45263674,BENTON HALL SCHOOL,Franklin,"1,2,3,4,5,6,7,8,9,10,11,12"
140,800630.41863952,321773.62872847,BERCLAIR ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
141,2192021.85074858,296243.61098626,BEREAN ACADEMY,Hixson,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
142,2591791.0104401,617050.86892721,BEREAN CHRISTIAN SCHOOL,Knoxville,"K,1,2,3,4,5,6,7,8"
143,2223385.87309409,265463.4615199,BESS T SHEPHERD ELEMENTARY,Chattanooga,"K,1,2,3,4,5"
144,2202823.34650319,290785.37516446,BETHEL BIBLE VILLAGE CAMPUS SCHOOL,Hixson,"K,1,2,3,4,5,6,7,8,9,10,11,12"
145,777940.77398006,303213.80976664,BETHEL GROVE ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
146,1189864.53588104,338798.09235161,BETHEL SPRINGS ELEMENTARY,Bethel Springs,"K,1,2,3,4,5,6,7,8,P4"
147,1731823.00015077,522345.34382127,BETHESDA ELEMENTARY,Thompson Station,"PK,K,1,2,3,4,5"
148,1887317.57628099,789636.00112173,BETHPAGE ELEMENTARY,Bethpage,"K,1,2,3,4,5"
149,1880348.87020043,527711.72723911,BIBLE CHURCH ACADEMY,Murfreesboro,"K,1,2,3,4,5,6,7,8,9,10,11,12"
150,2204174.41788933,291416.92704629,BIG RIDGE ELEMENTARY,Hixson,"K,1,2,3,4,5"
151,2587679.11627104,699853.74562812,BIG RIDGE ELEMENTARY,Maynardville,"K,1,2,3,4,5,N"
152,1353106.91801751,696375.25789983,BIG SANDY SCHOOL,Big Sandy,"K,1,2,3,4,5,6,7,8,9,10,11,12"
153,1552528.47030139,353476.89376346,BILL EGLY S D A ELEMENTARY SCHOOL,Lawrenceburg,"K,1,2,3,4,5,6,7,8"
155,2268799.27644852,375067.2469278,BIRCHWOOD ELEMENTARY,Birchwood,"PK,K,1,2,3,4,5"
156,766744.78267327,274603.92427885,BISHOP BYRNE MIDDLE  HIGH SCHOOL,Memphis,"7,8,9,10,11,12"
157,2290704.54391386,290798.81597398,BLACK FOX ELEMENTARY,Cleveland,"K,1,2,3,4,5,P3,P4"
158,1860108.01195294,539202.24153785,BLACK FOX ELEMENTARY,Murfreesboro,"K,1,2,3,4,5,6"
159,994722.20616345,748577.24437236,BLACK OAK ELEMENTARY,Hornbeak,"K,1,2,3,4,5,6,7,8,P3,P4"
160,1830332.23620278,553581.36468243,BLACKMAN ELEMENTARY SCHOOL,Murfreesboro,"K,1,2,3,4,5"
161,1827856.03052528,555749.73567377,BLACKMAN HIGH SCHOOL,Murfreesboro,"9,10,11,12"
162,1828520.13090311,554295.77499902,BLACKMAN MIDDLE SCHOOL,Murfreesboro,"6,7,8"
163,1742023.90700886,257509.04213232,BLANCHE SCHOOL,Taft,"PK,K,1,2,3,4,5,6,7,8"
164,2201635.22095753,457074.65087209,BLEDSOE COUNTY HIGH SCHOOL,Pikeville,"9,10,11,12"
165,2201128.1908036,456219.71655835,BLEDSOE COUNTY MIDDLE SCHOOL,Pikeville,"6,7,8"
167,3050927.19463756,821734.98907768,BLOUNTVILLE ELEMENTARY,Blountville,"PK,K,1,2,3,4,5"
168,3050264.20876946,821125.03030665,BLOUNTVILLE MIDDLE SCHOOL,Blountville,"6,7,8"
169,2541542.86167894,567405.13755977,BLUE GRASS ELEMENTARY,Knoxville,"K,1,2,3,4,5"
170,2294704.03181,277275.46206931,BLUE SPRINGS ELEMENTARY,Cleveland,"K,1,2,3,4,5,N,P4"
171,766160.51251633,309801.49069458,BLUEBIRD LEARNING CENTER,Memphis,P4
172,3067211.68107411,799573.76836593,BLUFF CITY ELEMENTARY,Bluff City,"K,1,2,3,4,5"
173,3068126.8611604,799300.32360097,BLUFF CITY MIDDLE SCHOOL,Bluff City,"6,7,8"
174,2304328.71717103,295400.59255551,BLYTHE- BOWER ELEMENTARY,Cleveland,"PK,K,1,2,3,4,5"
175,2034954.61173411,494342.23217669,BOBBY RAY MEMORIAL,McMinnville,"K,1,2,3,4,5,P4"
176,838358.04725486,294535.09570251,BODINE SCHOOL,Germantown,"1,2,3,4,5,6,7,8"
177,1072186.95426802,350845.96273934,BOLIVAR CHRISTIAN ACADEMY,Bolivar,"K,1,2,3,4,5,6,7,8,9,10,11,12"
178,1072758.79500733,351742.76254906,BOLIVAR ELEMENTARY,Bolivar,"PK,K,1,2,3,4,5"
179,1072962.86811659,348446.8104061,BOLIVAR MIDDLE SCHOOL,Bolivar,"6,7,8"
180,847005.06266703,383214.47238496,BOLTON HIGH SCHOOL,Arlington,"9,10,11,12"
181,2166448.5731551,586613.18214885,BON DE CROFT ELEMENTARY,Sparta,"PK,K,1,2,3,4,5"
182,835966.93596607,349519.1398003,BON LIN ELEMENTARY SCHOOL,Bartlett,"K,1,2,3,4,5,P3,P4"
183,836060.45831466,348763.32093167,BON LIN MIDDLE SCHOOL,Bartlett,"6,7,8"
184,2590815.82210916,570693.9221383,BONNY KATE ELEMENTARY,Knoxville,"K,1,2,3,4,5"
185,3020311.58848229,760881.3117108,BOONES CREEK ELEMENTARY,Gray,"K,1,2,3,4"
186,3025549.63315046,764825.2751792,BOONES CREEK MIDDLE SCHOOL,Johnson City,"5,6,7,8"
187,1722748.96326726,677559.15097774,BORDEAUX ELEMENTARY ENHANCED OPTION,Nashville,"PK,K,1,2,3,4"
188,1731420.33397655,683036.75021511,BORN AGAIN CHRISTIAN ACADEMY,Nashville,"PK,K,1,2,3"
189,819885.59633894,308559.7943591,BORNBLUM SOLOMON SCHECTER SCHOOL,Memphis,"1,2,3,4,5,6,7,8"
190,2394120.02019593,579389.01735442,BOWERS ELEMENTARY,Harriman,"K,1,2,3,4,5"
191,814252.08628051,294270.12083876,BOWIE READING AND LEARNING CENTER,Memphis,"4,5,6,7,8,9,10,11,12"
192,2311040.87517728,312911.19346468,BOWMAN HILLS S D A SCHOOL,Cleveland,"K,1,2,3,4,5,6,7,8"
193,2203374.27622136,259223.07608149,BOYD-BUCHANAN SCHOOL,Chattanooga,"PK,PS,K,1,2,3,4,5,6,7,8,9,10,11,12"
194,2658542.45235652,590916.60979842,BOYDS CREEK ELEMENTARY SCHOOL,Sevierville,"K,1,2,3,4,5,6,7,8"
195,1137325.4475265,646194.11161115,BRADFORD ELEMENTARY,Bradford,"PK,K,1,2,3,4,5,6"
196,1137325.4475265,646194.11161115,BRADFORD HIGH SCHOOL,Bradford,"7,8,9,10,11,12"
197,1854893.81831311,548008.03429368,BRADLEY ACADEMY - AN ARTS INTEGRATED SCHOOL,Murfreesboro,"K,1,2,3,4,5,6"
198,2300431.36666387,301330.33340428,BRADLEY CENTRAL HIGH SCHOOL,Cleveland,"9,10,11,12,N"
199,2196153.39178951,248301.50292532,BRAINERD BAPTIST SCHOOL,Chattanooga,"PK,K,1,2,3,4,5"
200,2202046.50659782,253775.95416947,BRAINERD HIGH SCHOOL,Chattanooga,"9,10,11,12"
201,1705344.7572053,789837.64121304,BRANSFORD ELEMENTARY,Springfield,"PK,K"
202,793469.65882454,347733.89715526,BREATH OF LIFE CHRISTIAN ACADEMY,Memphis,"PK,K,1,2,3,4,5,6,7,8"
203,1726839.78346328,620056.8229818,BRENTWOOD ACADEMY,Brentwood,"6,7,8,9,10,11,12"
204,1727364.13177192,613585.61376817,BRENTWOOD HIGH SCHOOL,Brentwood,"9,10,11,12,N"
205,1726008.81886576,613862.35009133,BRENTWOOD MIDDLE SCHOOL,Brentwood,"6,7,8,N"
206,853807.85379877,308989.62256797,BRIARCREST CHRISTIAN HIGH SCHOOL,Eads,"9,10,11,12"
207,813767.1593948,304265.73742266,BRIARCREST CHRISTIAN MIDDLE SCHOOL,Memphis,"6,7,8"
208,853971.31970564,325908.97496338,BRIARCREST CHRISTIAN SCHOOL - LEAWOOD CAMPUS,Cordova,"PK,K,1,2,3,P3"
209,813767.1593948,304265.73742266,BRIARCREST CHRISTIAN SCHOOL - MAIN CAMPUS,Memphis,"PK,K,1,2,3,4,5"
210,813767.1593948,304265.73742266,BRIARCREST CHRISTIAN SCHOOL - MEMPHIS EAST CAMPUS  UPPER ELEM,Memphis,"2,3,4,5"
211,813767.1593948,304265.73742266,BRIARCREST CHRISTIAN SCHOOL - MEMPHIS EAST CAMPUS LOWER ELEM,Memphis,"PK,K,1"
212,813767.1593948,304265.73742266,"BRIARCREST CHRISTIAN SCHOOLS, INC.",Memphis,"PK,K,1,2,3,4,5,6,7,8,9,10,11,12"
213,1343957.05253292,640446.59011954,BRIARWOOD SCHOOL,Camden,"3,4,5"
214,2504699.20632096,676309.56246409,BRICEVILLE ELEMENTARY,Briceville,"PK,K,1,2,3,4,5"
215,1737760.72743501,687689.66084318,BRICK CHURCH MIDDLE SCHOOL,Nashville,"5,6,7,8"
216,2567272.09922377,634597.31021951,BRICKEY MCCLOUD ELEMENTARY,Knoxville,"K,1,2,3,4,5"
217,1662912.28593835,320963.10354194,BRIDGEFORTH MIDDLE SCHOOL,Pulaski,"6,7,8"
218,2817962.05550745,600431.62232218,BRIDGEPORT ELEMENTARY,Newport,"K,1,2,3,4,5,6,7,8"
219,1654741.60214853,308934.93271642,BRIGHT BEGINNINGS CHRISTIAN PRESCHOOL,Pulaski,"PK,K,1,2,3,4,5"
220,2180386.30969247,274118.97799536,BRIGHT SCHOOL,Chattanooga,"PK,PS,K,1,2,3,4,5"
221,856302.30203114,438522.66890263,BRIGHTON ELEMENTARY,Brighton,"PK,K,1,2,3,4,5"
222,853221.12809294,438102.62090285,BRIGHTON HIGH SCHOOL,Brighton,"9,10,11,12"
223,854378.7347016,439554.30336692,BRIGHTON MIDDLE SCHOOL,Brighton,"6,7,8"
224,787858.89320421,326384.12611083,BRINKLEY HEIGHTS URBAN ACADEMY,Memphis,"PK,K,1,2,3,4"
225,1910621.14147802,310235.27552961,BROADVIEW ELEMENTARY,Winchester,"PK,K,1,2,3,4,5"
226,780797.18107761,349978.29354293,BROOKMEADE ELEMENTARY,Memphis,"PK,K,1,2,3,4,5,6"
227,2994413.720043,834086.46508842,BROOKSIDE ELEMENTARY,Kingsport,"PK,K,1,2,3,4"
228,2428046.72940776,464424.39492648,BROWN INTERMEDIATE SCHOOL,Sweetwater,"5,6"
229,2248916.34255344,311277.17067338,BROWN MIDDLE SCHOOL,Harrison,"6,7,8"
230,1814065.66229385,571189.99041314,BROWN'S CHAPEL ELEMENTARY SCHOOL,Murfreesboro,"K,1,2,3,4,5,P3,P4"
231,807955.15891376,348415.18380825,BROWNSVILLE RD ELEMENTARY,Memphis,"K,1,2,3,4,5"
232,766444.01721527,315021.84272482,BRUCE ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
233,817952.49129453,287166.28227635,BRUCE INSTITUTE OF HIGHER LEARNING,Memphis,"PK,K,1,2,3,4,5,6,7"
234,840499.60141989,338993.4718713,BRUNSWICK DAY SCHOOL / CHARTER LAKESIDE,Memphis,"K,1,2,3,4,5,6,7,8,9,10,11,12"
235,1868859.44363301,519011.5879545,BUCHANAN ELEMENTARY,Murfreesboro,"K,1,2,3,4,5,6,7,8"
236,1733223.50893606,672179.95340335,BUENA VISTA ELEMENTARY ENHANCED OPTION,Nashville,"PK,K,1,2,3,4"
237,2827909.73546636,714812.39359769,BULLS GAP SCHOOL,Bulls Gap,"K,1,2,3,4,5,6,7,8"
238,2399722.79947773,793118.70065623,BURCHFIELD ELEMENTARY,Oneida,"PK,K,1,2,3,4,5,6,7,8"
239,2186765.27858461,657712.65871602,BURKS MIDDLE SCHOOL,Monterey,"4,5,6,7,8,P4"
240,1571397.2303068,804679.37450924,BURT ELEMENTARY,Clarksville,"4,5"
241,1874821.92044223,681641.77465422,BYARS DOWDY ELEMENTARY,Lebanon,"PK,K,1,2,3,4"
242,2522848.43581328,600435.91992327,BYINGTON SOLWAY CAREER AND TECHNICAL EDUCATION CENTER,Knoxville,"9,10,11,12"
243,1563374.58237027,809750.87418241,BYRNS L DARDEN ELEMENTARY,Clarksville,"PK,K,1,2,3,4,5"
